Day,MSE 0/100,MSE 100/0,MSE 70/30,MSE 10/90,MSE 30/70
2022-09-30,1.9632444530725481,12.352340128272774,4.8397979233413935,1.530423928052187,2.31240201741457
2022-10-01,1.8843915592879057,13.136656042188404,4.556505549699068,1.452328262384981,2.3353162128478293
2022-10-02,1.9332120520994067,13.117143139243126,4.8132093250751495,1.48882886627689,2.40543978754431
2022-10-03,1.9625897007063031,13.321640565991402,4.072528369724751,1.4615288749337196,2.2559220856055617
2022-10-04,1.7458249884657562,13.65721195936203,4.441003147512673,1.444329097867012,2.155250762589276
2022-10-05,1.8897885759361088,13.344529587775467,4.492646176367998,1.5034821862354875,2.31019196100533
2022-10-06,2.0397500228136782,12.50206634402275,4.259741948917508,1.8239420279860497,2.5213226443156604
2022-10-07,1.6182417282834651,12.78337949886918,3.9685353124514218,1.369126383215189,2.078605075366795
2022-10-08,1.832720506936312,13.122392557561398,4.184960536658764,1.4369764924049377,2.2245345823466782
2022-10-09,1.5731930080801249,13.012229818850756,4.10628623329103,1.3734745373949409,1.9615294388495383
2022-10-10,1.580576249398291,13.164196014404295,3.9988085255026817,1.3242802396416664,1.9748314563184977
2022-10-11,1.632109321653843,12.94180154800415,4.019110361114143,1.366927963681519,1.979839231353253
2022-10-12,1.648769883904606,13.06813906878233,3.9974030759185553,1.3831203198060393,2.0556003972887997
2022-10-13,1.6764291934669018,13.376134391874075,3.62350242678076,1.3055903487838805,2.0120867947116494
2022-10-14,1.6732305963523686,12.838252354413273,3.900648630224168,1.2940605799667537,2.0744927460327744
2022-10-15,1.7399905202910304,12.834993079304695,4.005332300439477,1.412433609366417,2.1945781772956248
2022-10-16,1.7216728907078505,12.907308898866177,3.9720802847296,1.4142221258953214,2.1759503893554206
2022-10-17,1.750591951422393,13.137846328318119,3.800179408863187,1.414906564168632,2.101964084431529
2022-10-18,1.3432483468204737,13.14303020015359,3.8540213322266936,0.8376034826505929,1.6508055059239268
2022-10-19,1.5835158666595817,13.124717082828285,3.7696454348042607,1.2261381559073925,1.843872789759189
2022-10-20,1.8348683416843408,13.33209190517664,4.027912113815547,1.5319989435374737,2.0809120265766983
2022-10-21,1.320364193525165,13.210645671933891,3.3741118339821696,0.9257952065672725,1.6320921038277447
2022-10-22,1.5438058599829674,13.178610540926455,4.047189429402351,1.2288447981700301,1.7571354378014803
2022-10-23,1.2362775555811822,13.498612269759178,3.3993227686733007,0.8894052123650908,1.5918362326920033
2022-10-24,1.3252254389226437,13.582581114023926,3.7197170639410615,0.7800001173745841,1.5557361510582268
2022-10-25,1.42225275747478,13.342566043138506,4.099369179457426,0.9123269480187446,1.6087507875636218
2022-10-26,1.2784970900975168,13.664159886538982,4.345336155965923,0.7700711907818913,1.609604079276323
2022-10-27,1.5983115602284668,13.060700017958881,3.6770123429596415,1.1856319732032716,1.826939235907048
2022-10-28,1.1630983510985968,13.17673534154892,3.4172008093446493,0.8411065977998078,1.5056658815592527
2022-10-29,1.2896487792022526,13.083177711814642,3.4349634312093262,0.9278710233047605,1.6255404241383076
2022-10-30,1.5212690318003297,13.210278041660786,3.742317063733936,1.117746359668672,1.7810019571334124
2022-10-31,0.8213503891602159,13.423555847257376,3.3714636135846376,0.7029591919854283,1.3441338180564344
2022-11-01,1.178131769411266,13.857391867786644,3.88949646614492,0.8110325178131461,1.5608245530165732
2022-11-02,0.8734666707459837,13.158900998532774,3.3751142676919703,0.7973471959121525,1.351381097920239
2022-11-03,0.9982219920493662,13.469382338225842,3.482903796248138,0.8261255454272032,1.4689768315292897
2022-11-04,1.0256835934706032,12.647680230438715,3.7376150535419583,0.8434697147458792,1.541485965717584
2022-11-05,1.3079217611812055,13.189428560435774,3.6034480528905988,0.9238270903006196,1.6928355256095529
2022-11-06,0.8616468706168234,13.227810300886633,3.313071671873331,0.7597020221874118,1.361462431959808
2022-11-07,0.9180094243492932,13.182800766080618,3.384280325844884,0.7756009034346789,1.370803874451667
2022-11-08,0.8893680456094444,13.154883664101362,3.2834190130233765,0.7154237106442451,1.318246875889599
2022-11-09,0.9252064756583422,13.240614663809538,3.3317878050729632,0.7449738937430084,1.3610211806371808
2022-11-10,0.8462322258856148,13.391752503812313,3.3007325464859605,0.7466526911593974,1.3133078534156084
2022-11-11,1.2986723450012505,13.114667572081089,3.5119021777063613,0.7821361965034157,1.5930981212295592
2022-11-12,1.6161217982880771,13.125531189143658,3.938274923712015,0.9321504249237478,1.739929486066103
2022-11-13,2.6005336688831453,12.206735741347075,4.7245330084115285,1.8197817262262106,2.9636001493781805
2022-11-14,2.765274541452527,12.008404433727266,4.470433043316007,1.731541792396456,3.0456261103972797
2022-11-15,1.0026640724390743,13.16563043743372,3.836953598074615,0.782173303887248,1.504578189924359
2022-11-16,1.4324416732415557,13.284514658153055,3.8694810401648283,0.9181311959400773,1.6011610510759056
2022-11-17,0.8863432891666889,13.306325487792492,3.5451717674732213,0.7928722235374153,1.3405820773914456
2022-11-18,0.797012101393193,12.973491847515106,3.330249600112438,0.6800153106451035,1.303480986971408
2022-11-19,0.8884505729656667,13.347040303051472,3.378926175646484,0.6791028846055269,1.3501684879884124
2022-11-20,0.7954868394881487,13.164334706962109,3.4275419544428587,0.6619810627307743,1.3115992513485253
2022-11-21,0.8066812762990594,13.35640775039792,3.449850557371973,0.7125337875913829,1.338218247983605
2022-11-22,0.8408716041594744,13.109879828989506,3.4699179930612445,0.7359971723053604,1.3538984628394246
2022-11-23,0.7648947997950017,12.888108529150484,3.345219846814871,0.6684542528819293,1.3043547025881708
2022-11-24,1.1656810250133276,13.176057077944279,3.5908351046964526,0.9412645327392966,1.6308680945076048
2022-11-25,0.9066026145592332,13.27186893671751,3.5245706979185343,0.7421630539465696,1.3342309556901455
2022-11-26,0.7943090808112174,13.423795234411955,3.4048170363530517,0.6550158583559096,1.331356409937143
2022-11-27,1.2514747213572264,13.225315734744072,3.6419862974435087,0.822023309301585,1.530397329479456
2022-11-28,1.4396745851263404,13.667295668274164,4.067326923832296,0.8847497496753931,1.5893017686903477
2022-11-29,0.7622437295503914,13.188434913754465,3.3232631999999285,0.6851305486634374,1.2848831224255264
2022-11-30,0.861049946397543,13.365186229348184,3.2884378312155604,0.6691149424295872,1.2936747819185257
2022-12-01,0.8965173619799316,12.913728654384613,3.3217862667515874,0.7042068312875926,1.3194941589608788
2022-12-02,0.8294130815193057,12.903005629777908,3.252566568553448,0.6893345480784774,1.3110466185025869
2022-12-03,0.9585998556576668,13.4086349979043,3.4276416990906,0.7161033991724253,1.3640227820724249
2022-12-04,0.9910108102485538,13.288122564554214,3.505326393060386,0.7420530973467976,1.4088071789592505
2022-12-05,0.8142027352005243,13.065365217626095,3.205301142297685,0.6703450076747686,1.290405176114291
2022-12-06,1.034528212621808,13.173334524035456,3.2750922348350286,0.7174047105945647,1.4097401476465166
2022-12-07,1.4571094745770097,13.529204428195953,4.0847960114479065,0.9146934491582215,1.630135802552104
2022-12-08,1.2340002902783451,13.124715182930233,3.6783847818151116,0.9591992141213268,1.543659686576575
2022-12-09,2.6895835530012846,12.285055238753555,4.285676032304764,1.9401260185986757,3.1457139272242785
2022-12-10,2.733965646475553,12.01659869402647,4.325839877128601,1.8185890652239323,3.1497421860694885
2022-12-11,2.663028915412724,12.504258826375008,4.379782732576132,1.7615852365270257,3.1050765328109264
2022-12-12,3.1245110649615526,12.855125349014996,5.3116537537425765,2.160309716127813,3.520822436548769
2022-12-13,2.9407458007335663,12.592982165515425,4.522192440927028,2.000552751123905,3.1570708053186536
2022-12-14,1.0320344776846468,13.723565898835659,3.6927499109879136,0.9647696558386087,1.6238391841761768
2022-12-15,1.0037484392523766,14.16362028568983,3.7218874599784613,0.9302114602178335,1.6511352569796145
2022-12-16,1.3910890859551728,14.193955007940529,4.118435606360436,1.0064358450472355,1.736451247707009
2022-12-17,1.2077441741712391,14.123673979192972,3.90852109529078,0.9777708363253623,1.5963516966439784
2022-12-18,0.9843298187479376,13.648654818534851,3.645194750279188,0.9263235563412309,1.5234121168032289
2022-12-19,0.9710998786613344,13.950231336057186,3.6501330602914095,0.9161599329672754,1.548230010084808
2022-12-20,0.889775751857087,14.046630263328552,3.6054975679144254,0.8916837838478386,1.4657820342108607
2022-12-21,0.9079689381178468,13.295631911605597,3.547245031222701,0.8768991334363818,1.496920888312161
2022-12-22,1.2854369427077472,13.852374237030745,3.805824243463576,0.9586962161120027,1.6245898813940585
2022-12-23,3.112569255754352,13.292398285120726,5.155973732471466,2.130791712552309,3.4358502086251974
2022-12-24,2.925589601509273,11.815602779388428,4.409225452691317,1.8860555137507617,3.0720639042556286
2022-12-25,1.0420896881259978,13.64433255046606,3.6026453459635377,0.9619053220376372,1.695817178115249
2022-12-26,0.9967235662043096,13.76080010086298,3.608988868072629,0.8872170641552657,1.7273573856800797
2022-12-27,0.9590802330058068,13.877711277455091,3.59541742131114,0.9200781758408993,1.7415687418542802
2022-12-28,0.971197842154652,14.273240603506565,3.654830558225513,0.89811208890751,1.6723522497341037
2022-12-29,1.1065013380721211,13.839448280632494,3.658555308356881,0.868383968481794,1.5591198694892228
2022-12-30,1.1605636496096852,13.838648423552511,3.685285924002528,0.9407596942037344,1.6044914536178112
2022-12-31,1.453281061258167,14.016765765845776,4.1093844920396805,0.9703202673699707,1.806330804247409
2023-01-01,1.725378166884184,14.23109421506524,4.743322525173426,1.3207991514354944,2.1389717236161228
2023-01-02,1.0619628592394292,13.654421959072351,3.547547115013004,0.8976407360751182,1.5190176526084542
2023-01-03,1.2109558330848813,14.166548978537321,3.8277773279696703,1.0011164867319167,1.7070413008332253
2023-01-04,1.4181784261018038,14.400575570762156,4.230627436190844,1.1858432181179523,1.818949927110225
2023-01-05,1.8095337948761885,14.57746272906661,4.950193874537948,1.3447827519848943,2.1189277991652493
2023-01-06,1.4579074317589402,14.639033675193787,4.097572825849056,1.0429188748821616,1.7309732479043305
2023-01-07,1.0089534474536777,13.400108255445955,3.5697222501039505,0.988045841222629,1.5852843155153096
2023-01-08,1.0951385227963328,13.373771868646145,3.68449532892555,0.9771289676427841,1.6003871988505125
2023-01-09,1.0640528658404946,13.938287626951931,3.739233054220677,1.014976124279201,1.6103307902812958
2023-01-10,1.0924874525517223,13.483541328459976,3.5401491494849324,0.9806607593782246,1.613277888391167
2023-01-11,1.1609651218168435,13.921083100140095,3.741858475841582,0.9384785697329789,1.656966400332749
2023-01-12,1.2650696793571117,14.235974103212357,3.8742502592504025,0.9169132425449789,1.7730786697939038
2023-01-13,1.7543234699405732,14.052415452897547,4.2625927459448585,1.0440983553417027,1.9191826111637056
2023-01-14,1.14200497046113,12.796664535999296,3.434467557817697,0.7927535986527801,1.517697460949421
2023-01-15,1.294325734488666,12.42965742945671,3.2766606006771326,0.7224575488362461,1.3682214380241928
2023-01-16,1.429606550373137,12.027897387742994,3.1847535073757167,0.7146480772644281,1.394506290089339
2023-01-17,1.3888629991561174,12.173718363046644,3.3063529198989268,0.7044083985965699,1.4081948180682955
2023-01-18,1.20048490120098,12.36247893422842,3.2701484626159067,0.7083798386156559,1.4842106890864668
2023-01-19,1.2834870535880327,12.683058232069016,3.4172369074076414,0.7584779534954578,1.5026845852844417
2023-01-20,1.6249321005307138,13.50976087152958,4.0205756574869165,0.934776202775538,1.846585606690496
2023-01-21,1.1857367050833998,12.41739358752966,3.308745129033923,0.7264041120652109,1.535764541476965
2023-01-22,1.1627840367145836,13.050731252878904,3.347922214306891,0.7351206662133336,1.5228277794085443
2023-01-23,1.363429301418364,13.759772256016731,3.8645664788782597,0.7963654829654843,1.648962723556906
2023-01-24,1.0642421431839466,12.754769884049892,3.3381546009331937,0.719579856377095,1.4210542780347168
2023-01-25,1.165641602128744,12.651183642446995,3.3522801054641604,0.6984097673557699,1.4144565258175137
2023-01-26,1.5309697925113142,13.202871289104225,3.932299031876028,0.8599458681419492,1.7294821841642258
2023-01-27,1.268373008351773,12.563447300344706,3.3851162809878588,0.8089311711955816,1.57650156179443
2023-01-28,1.2608048832044003,12.741406001150608,3.2820278126746416,0.8685379195958376,1.5184892434626818
2023-01-29,1.9653655705042183,12.218609154224394,3.905407637357712,1.7741869040764868,2.5511859543621545
2023-01-30,2.6774517539888616,11.347032822668552,4.238113034516573,1.9731887569651008,3.0347318574786186
2023-01-31,1.3217206019908192,13.03455077111721,3.6562737682834254,0.9890511841513216,1.7117581539787352
2023-02-01,1.1696050269529223,12.698270715773106,3.2970289327204227,0.7939892448484898,1.4316787454299629
2023-02-02,1.1081005772575736,12.364617269486187,3.223360385745764,0.7922355795744807,1.4097400289028883
2023-02-03,1.1050039809197187,12.57112193852663,3.340329984202981,0.858510376419872,1.4611987676471472
2023-02-04,1.688825790770352,12.782463748008013,3.630062299780548,1.4748289925046265,2.074428386986256
2023-02-05,1.025252197869122,12.913433220237494,3.3782084891572595,1.0071462881751359,1.5078533766791224
2023-02-06,1.54245859477669,12.5140281021595,3.2933048950508237,0.850513408659026,1.4937243098393085
2023-02-07,1.402794832829386,12.600078284740448,3.3232767367735505,0.9207568550482392,1.4869815716519952
2023-02-08,1.9335393095389009,12.811327949166298,3.848540363833308,1.6232384601607919,2.3218734841793776
2023-02-09,1.3310377020388842,12.527888808399439,3.295031189918518,1.0021857731044292,1.5568914078176022
2023-02-10,1.49704129435122,13.23090048506856,3.78773198928684,1.213526395149529,1.8456393387168648
2023-02-11,1.3521326263435185,12.724703047424555,3.354185465723276,0.9677646076306701,1.59724393626675
2023-02-12,1.5299161802977324,12.549028974026447,3.4844738245010376,1.2268732977099717,1.79644504096359
2023-02-13,1.9901698082685468,13.02534006536007,4.159042127430439,1.8419714667834342,2.3908780189231043
2023-02-14,1.3569818786345422,12.737833242863415,3.3680905820801854,1.0355415707454085,1.7555087688378992
2023-02-15,1.3999378611333668,12.703276947140695,3.4433030337095265,1.2417642236687243,1.78834886290133
2023-02-16,1.2114825798198579,12.812416590750216,3.4089861251413818,1.0138539969921112,1.5281856106594205
2023-02-17,1.3813415402546525,13.377628661692142,3.900822945870459,1.3832953479140997,1.688214736059308
2023-02-18,1.8251428822986784,12.536221761256455,3.940283115953207,1.704553859308362,2.224643588997424
2023-02-19,1.5947838057763877,12.552615981549025,3.4250032156705856,1.2716997298412025,1.8129543238319457
2023-02-20,1.556982840411365,12.928129881620407,3.6180316703394055,1.5174139011651278,1.9939674669876692
2023-02-21,1.606301700230688,12.958230916410685,3.941224990412593,1.4321609633043408,2.1411238331347704
2023-02-22,2.009029383771121,12.595709469169377,4.453742438927293,1.756359210703522,2.4651067983359103
2023-02-23,1.3553902390412986,13.689243290573359,3.953041643835604,0.8091067336499691,1.7366433748975396
2023-02-24,2.1049158135429025,13.169797863811256,4.3325602915138015,1.918192645534873,2.710789740085602
2023-02-25,1.8471401394344864,12.479167822748424,4.49897806160152,1.6560572991147637,2.294983514584601
2023-02-26,2.073148568160832,12.014222871512175,5.047537526115775,1.7980943899601698,2.726895888336003
2023-02-27,2.085313377901912,11.96962371468544,4.2376257106661805,1.6898715659044683,2.5699009001255035
2023-02-28,2.4562660977244377,12.473337035626173,4.677465409040451,1.0776801221072674,2.322684265673161
2023-03-01,2.3735108133405447,12.73658026009798,5.088684093207121,1.9912342261523008,2.8799699619412418
2023-03-02,2.0866292947903275,13.686717376112938,4.752147076651454,1.8845181399956346,2.573068030178547
2023-03-03,2.1699799597263336,12.434336878359318,4.3845386523753405,1.795914494432509,2.6882548118010163
2023-03-04,2.2153112897649407,13.710941076278687,5.273839607834817,1.8067460507154465,2.6701974682509904
2023-03-05,1.9013834162615242,12.399284709244967,4.414898073300718,1.8106263549998403,2.516179857775569
2023-03-06,2.2355919890105724,12.334273047745226,4.357604747638106,1.8618847732432187,2.762630358338356
2023-03-07,2.052632519043982,12.648023162037134,4.126330632716416,2.0008662343025208,2.5200010277330875
2023-03-08,2.351873824372888,11.92017886787653,4.339488269761206,2.0103894732892513,2.757719596847892
2023-03-09,2.4746117508038883,11.934010125696659,4.390747044235469,2.182140494696796,2.83853389788419
2023-03-10,2.1549251675605774,12.132133394479752,5.297934589907528,1.806142358109355,2.6391215482726693
2023-03-11,2.0960337901487947,14.051608946174385,4.657019181177018,1.8161459150724113,2.5405731238424782
2023-03-12,2.4643473140895367,12.182385697960855,4.3845111038535824,2.171812648884952,2.7740276092663407
2023-03-13,2.124533923342824,13.351277075707912,6.005126042291522,2.014820510521531,2.6082876278087497
2023-03-14,2.6496310718357563,13.749577403068542,5.846346337348223,2.1263485634699464,2.886402066797018
2023-03-15,2.322847181931138,12.7463723346591,4.758007312193513,2.2265508491545916,2.6655683666467667
2023-03-16,2.2183442395180464,12.064731661230324,4.516044845804572,2.2078031301498413,2.635782952420413
2023-03-17,2.2404828015714884,12.299847844988108,5.605886690318584,2.03829612582922,2.7094700234010816
2023-03-18,2.152658351697028,12.77671940624714,4.40735500305891,2.059031850658357,2.500765984877944
2023-03-19,2.519622473046184,11.857600025832653,4.527160674333572,2.225637473165989,2.686148537322879
2023-03-20,2.6347788562998176,11.89955547451973,4.500194946303964,2.4281523562967777,2.8776413993909955
2023-03-21,2.644783006981015,11.442821882665156,4.4706429820507765,2.2946422453969717,2.8343762084841733
2023-03-22,2.155236275866628,12.094095535576345,4.858797853812575,2.0107015315443277,2.5790641084313397
2023-03-23,2.03632403165102,13.00646647810936,5.147936213761568,1.8910440523177385,2.5268815085291862
2023-03-24,2.3023280454799533,12.646990567445755,5.182826416566968,2.096915105357766,2.703440934419632
2023-03-25,2.2802388807758693,13.002228755503893,6.148243462666869,2.0853793993592262,2.6900435658171773
2023-03-26,3.032222567126155,13.0574369430542,4.453541524708272,2.3877676483243704,3.0069097504019737
2023-03-27,2.1818305738270283,12.08391873165965,4.561886060982944,1.9528984394855797,2.5738032907247543
2023-03-28,1.9884580001235008,12.95857384800911,4.578813677653669,1.8020278913900256,2.375300517305732
2023-03-29,2.6154979784041643,10.878586359322071,4.39269776456058,2.174198445864022,2.75837411172688
2023-03-30,2.591963703744113,10.834236089140177,4.4110640790313465,2.3351822700351477,2.83035151194781
2023-03-31,2.2638334985822444,11.574511416256428,5.70914757438004,1.942548151127994,2.7205077186226845
2023-04-01,2.2316145524382596,13.422250617295505,4.787229169160128,1.9230285985395312,2.7093360805884004
2023-04-02,2.4178900569677357,11.959200873970985,4.469888722524047,2.3860708018764853,3.05083183106035
2023-04-03,2.5356808863580227,11.107087098062037,4.492524582892656,2.1965524088591337,2.7264812355861068
2023-04-04,2.043491397053004,10.983089301735165,4.451585579663514,1.8925269227474928,2.513649668544531
2023-04-05,2.2505278000608087,12.421339675784113,6.061057616025209,2.045736601576209,2.7255690470337868
2023-04-06,2.0464075030758977,11.877749394625425,4.887270200997591,2.05316876526922,2.580945244990289
2023-04-07,2.1325201448053117,12.76741275563836,5.223676124587655,2.0992795284837484,2.5628841016441584
2023-04-08,2.7026232657954097,11.989207863807678,4.628935838118196,2.273136586882174,2.696676584891975
2023-04-09,2.7870017755776644,11.160183548927307,4.482375802472233,2.2897336212918162,2.830546014010906
2023-04-10,3.1916548870503902,11.386993378400804,4.4927026983350515,2.3407166730612516,3.0083144875243306
2023-04-11,2.392997592687607,11.071658749133348,4.7721563279628745,2.1433381643146276,2.6199316279962663
2023-04-12,2.332356171682477,11.52590062469244,4.5854699704796085,2.164420858025551,2.692320356145501
2023-04-13,2.710320465266705,11.086961477994919,4.148724256083368,2.020133575424552,2.792371362447738
2023-04-14,2.3389454931020737,10.742118582129477,4.339102115482092,1.9097456987947226,2.663039602339268
2023-04-15,2.0982512086629868,11.002919487655165,4.862476531416178,1.9309122255071998,2.7668516943231225
2023-04-16,1.9755945028737187,12.709621656686068,5.055955499410628,2.052271063439548,2.4458180833607908
2023-04-17,2.1074645267799497,12.126904875040054,4.642414189875126,2.039838368073106,2.5594291370362043
2023-04-18,2.1486341301351786,12.011733055114744,4.728898499161005,2.0706663513556123,2.5825261976569895
2023-04-19,2.388088018633425,11.361455898731947,4.6116709895432,2.0507732313126326,2.6012960029765964
2023-04-20,2.4295169580727816,10.779396481812,4.5003778114914885,2.0689457561820745,2.596594942733645
2023-04-21,2.5647094286978245,10.39447808638215,4.385240664705633,1.9762718165293336,2.5807296065613627
2023-04-22,2.2135992441326384,11.966688372194767,5.459646787494421,2.1046495903283358,2.5568205770105124
2023-04-23,2.0739510376006365,13.424130566418171,4.694719333201646,2.024426870048046,2.4438260402530427
2023-04-24,2.1601256635040045,11.723923198878765,4.590436303988098,2.056570532731712,2.543341987766325
2023-04-25,2.1596777625381947,12.069523204118012,4.587071584537624,1.969058378599584,2.489427393302321
2023-04-26,2.1345577854663134,11.543066203594208,4.696648679673672,1.9651808054186404,2.501184912398457
2023-04-27,2.1320268837735057,12.512384690344335,5.249572210013866,1.929146982729435,2.4652454908937216
2023-04-28,2.138471575453877,12.363360486924648,5.632191728800535,1.9425746309570968,2.5673873350024223
2023-04-29,2.1357917692512274,14.037816636264324,6.3241564482450485,2.1125417668372393,2.6939471438527107
2023-04-30,2.0509000495076184,13.772543370723724,6.154333110898732,2.1211639791727066,2.6470569474622607
2023-05-01,2.2198187978938217,12.24136708304286,4.6646795701235515,2.056459626182914,2.616952350363136
2023-05-02,2.1490701567381616,12.681859396398067,4.752196474000812,2.0267480704933405,2.5067297648638487
2023-05-03,2.141994461417198,12.785848416388035,4.915135530754924,1.9939061952754855,2.5236602313816547
